genomes	Aldersonia_kunmingensis_DSM45001.gbff.gz	Antrihabitans_stalactiti_YC2-7.gbff.gz	Antrihabitans_stalagmiti_YC3-6.gbff.gz	Corynebacterium_diphtheriae_NCTC11397.gbff.gz	Gordonia_amarae_NBRC15530.gbff.gz	Gordonia_araii_NBRC100433.gbff.gz	Gordonia_bronchialis_DSM43247.gbff.gz	Gordonia_effusa_NBRC100432.gbff.gz	Gordonia_malaquae_NBRC108250.gbff.gz	Gordonia_soli_NBRC108243.gbff.gz	Gordonia_sputi_ATCC29627.gbff.gz	Hoyosella_altamirensis_DSM45258.gbff.gz	Hoyosella_lacisalsi_G463.gbff.gz	Hoyosella_rhizosphaerae_CGMCC1_15478.gbff.gz	Jongsikchunia_kroppenstedtii_DSM45133.gbff.gz	Millisia_brevis_NBRC105863.gbff.gz	Mycobacterium_avium_DSM44156.gbff.gz	Mycobacterium_simiae_JCM12377.gbff.gz	Mycobacterium_tuberculosis_H37Rv.gbff.gz	Mycobacteroides_abscessus_ATCC19977.gbff.gz	Mycobacteroides_chelonae_CCUG47445.gbff.gz	Mycolicibacillus_parakoreensis_DSM45575.gbff.gz	Mycolicibacillus_trivialis_DSM44153.gbff.gz	Mycolicibacter_arupensis_DSM44942.gbff.gz	Mycolicibacter_sinensis_JDM601.gbff.gz	Mycolicibacter_terrae_JCM12143.gbff.gz	Mycolicibacterium_chlorophenolicum_JCM7439_NBRC15527.gbff.gz	Mycolicibacterium_fallax_JCM6405.gbff.gz	Mycolicibacterium_setense_DSM45070.gbff.gz	Nocardia_asteroides_NCTC11293.gbff.gz	Nocardia_cyriacigeorgica_DSM44484.gbff.gz	Nocardia_mexicana_DSM44952.gbff.gz	Nocardia_pneumoniae_NBRC100136.gbff.gz	Nocardia_tenerifensis_DSM44704.gbff.gz	Nocardia_terpenica_IFM0706.gbff.gz	Rhodococcus_equi_DMS20307.gbff.gz	Rhodococcus_erythropolis_NBRC15567T.gbff.gz	Rhodococcus_fascians_NBRC12155T.gbff.gz	Rhodococcus_kroppenstedtii_DSM44908.gbff.gz	Rhodococcus_kyotonensis_JCM23211.gbff.gz	Rhodococcus_maanshanensis_NBRC100610.gbff.gz	Rhodococcus_opacus_DSM43205T.gbff.gz	Rhodococcus_rhodnii_ATCC35071.gbff.gz	Rhodococcus_rhodochrous_NBRC16069T.gbff.gz	Rhodococcus_ruber_DSM43338T.gbff.gz	Skermania_piniformis_DSM43998.gbff.gz	Smaragdicoccus_niigatensis_DSM_44881.gbff.gz	Tomitella_biformata_AHU_1821.gbff.gz	Tomitella_fengzijianii_HY188.gbff.gz	Tomitella_gaofuii_HY172.gbff.gz	Tsukamurella_paurometabola_DSM20162.gbff.gz	Tsukamurella_pulmonis_NCTC13230.gbff.gz	Tsukamurella_spumae_DSM44113.gbff.gz	Williamsia_deligens_DSM44902.gbff.gz	Williamsia_maris_DSM44693.gbff.gz	Williamsia_muralis_DSM44343.gbff.gz
Rhodococcus_rhodochrous_NBRC16069T.gbff.gz	77.06	76.94	77.23	59.68	70.90	70.06	71.13	70.61	69.75	71.33	70.88	72.37	71.44	71.24	71.49	72.45	71.07	70.90	70.65	71.99	71.85	70.24	70.78	70.75	71.01	71.00	71.40	71.00	71.41	76.27	76.54	75.71	76.84	76.34	75.95	81.28	79.71	77.71	76.65	78.12	80.16	81.13	78.24	100.00	86.16	74.97	72.63	72.99	72.24	72.17	71.06	71.18	71.10	71.42	71.48	72.24
Rhodococcus_ruber_DSM43338T.gbff.gz	77.95	77.66	78.25	59.63	71.11	70.30	71.76	70.86	70.05	71.80	71.15	72.47	71.66	71.50	71.78	72.93	71.61	71.17	71.01	72.24	72.11	70.91	71.31	71.31	71.30	71.33	71.79	71.33	71.88	76.76	77.40	76.41	77.61	77.12	76.59	82.46	80.71	78.53	77.16	78.76	81.28	82.40	78.68	86.16	100.00	75.71	73.12	73.06	72.31	72.47	71.08	71.18	71.19	71.79	71.63	72.60
Skermania_piniformis_DSM43998.gbff.gz	77.28	77.11	77.21	58.12	69.35	69.00	70.07	69.15	67.88	69.97	69.41	70.12	69.36	69.08	70.02	71.47	70.34	70.05	70.03	70.66	70.56	69.90	70.36	70.07	70.14	70.20	70.45	70.16	70.45	76.43	77.08	76.18	77.38	76.76	76.45	75.60	74.82	74.51	74.17	74.58	76.26	76.00	74.10	74.97	75.71	100.00	72.33	70.18	69.80	69.83	69.41	69.22	69.20	70.10	69.96	70.40
Smaragdicoccus_niigatensis_DSM_44881.gbff.gz	73.93	74.15	74.08	57.78	67.78	67.33	68.33	67.84	66.96	68.13	68.05	68.95	68.35	68.21	68.21	69.13	68.32	68.17	67.96	69.13	69.22	67.34	67.96	68.12	68.07	68.34	68.81	68.50	68.82	73.31	73.72	72.97	73.95	73.43	72.95	73.31	72.62	72.11	71.38	72.16	73.56	73.45	71.51	72.63	73.12	72.33	100.00	68.66	67.71	67.71	67.96	68.02	67.94	67.85	68.14	68.69
Tomitella_biformata_AHU_1821.gbff.gz	71.68	71.50	71.86	58.08	67.85	67.12	68.01	67.72	67.27	67.99	67.84	69.50	68.63	68.80	68.36	68.41	67.68	67.30	67.29	68.48	68.66	67.23	67.68	67.65	67.77	67.71	67.87	68.20	68.11	70.98	71.14	70.47	71.22	70.93	70.54	73.76	73.40	72.66	71.53	72.51	73.98	73.79	71.81	72.99	73.06	70.18	68.66	100.00	76.84	76.92	67.64	67.86	67.52	68.18	68.40	68.94
Tomitella_fengzijianii_HY188.gbff.gz	70.90	70.50	70.64	58.25	67.52	67.10	67.97	67.27	66.89	67.98	67.64	69.03	68.54	68.23	67.84	68.22	67.60	67.21	67.17	68.10	68.05	67.22	67.80	67.39	67.52	67.56	67.67	67.72	67.90	70.12	70.30	69.78	70.43	70.07	69.75	72.44	71.71	71.27	71.00	71.31	72.47	72.57	71.57	72.24	72.31	69.80	67.71	76.84	100.00	93.35	67.71	67.74	67.90	68.12	67.85	68.55
Tomitella_gaofuii_HY172.gbff.gz	70.78	70.37	70.63	58.44	67.70	67.22	68.12	67.46	67.04	67.98	67.61	69.03	68.71	68.31	68.02	68.34	67.79	67.38	67.20	68.28	68.14	67.40	67.88	67.58	67.56	67.55	67.83	67.76	67.98	70.13	70.48	69.88	70.54	70.22	69.85	72.55	71.58	71.25	71.03	71.42	72.47	72.48	71.65	72.17	72.47	69.83	67.71	76.92	93.35	100.00	67.72	67.78	67.87	68.09	68.08	68.55
Tsukamurella_paurometabola_DSM20162.gbff.gz	70.13	69.96	70.29	58.00	70.34	69.53	70.54	70.03	69.28	70.56	70.16	67.38	67.27	66.78	70.78	67.97	67.84	67.77	67.26	68.41	68.46	67.35	67.71	67.70	67.66	67.76	68.41	68.15	68.54	70.18	70.08	69.58	70.21	69.87	69.72	71.24	70.59	70.18	70.25	70.27	71.12	71.26	70.55	71.06	71.08	69.41	67.96	67.64	67.71	67.72	100.00	90.06	89.34	70.42	70.36	70.96
Tsukamurella_pulmonis_NCTC13230.gbff.gz	70.11	69.90	69.99	58.23	70.23	69.49	70.47	69.93	69.23	70.43	69.99	67.45	67.12	66.82	71.00	67.90	67.78	67.48	67.16	68.39	68.36	67.35	67.84	67.63	67.53	67.47	68.45	68.27	68.50	70.09	70.09	69.81	70.24	69.85	69.82	71.24	70.54	70.11	70.31	70.37	71.14	71.16	70.47	71.18	71.18	69.22	68.02	67.86	67.74	67.78	90.06	100.00	92.66	70.40	70.27	70.81
Tsukamurella_spumae_DSM44113.gbff.gz	70.00	69.80	69.93	58.25	70.02	69.34	70.33	69.77	69.02	70.26	70.06	67.40	67.00	66.86	70.69	67.76	67.57	67.49	67.08	68.30	68.44	67.24	67.80	67.53	67.51	67.40	68.30	68.07	68.26	69.97	70.03	69.50	70.21	69.77	69.57	71.24	70.47	69.98	70.21	70.25	71.00	71.14	70.41	71.10	71.19	69.20	67.94	67.52	67.90	67.87	89.34	92.66	100.00	70.34	70.32	70.60
Williamsia_deligens_DSM44902.gbff.gz	70.71	70.70	70.98	57.88	75.23	73.51	76.19	74.80	72.96	76.42	75.53	67.80	67.33	67.28	75.16	68.54	68.62	68.12	67.98	68.85	68.76	67.67	68.21	68.15	68.34	68.27	68.92	68.58	68.76	70.48	70.55	70.09	70.74	70.34	70.12	71.81	71.14	71.10	71.26	71.26	71.79	71.96	71.15	71.42	71.79	70.10	67.85	68.18	68.12	68.09	70.42	70.40	70.34	100.00	82.29	77.13
Williamsia_maris_DSM44693.gbff.gz	70.98	70.84	71.05	57.78	75.74	73.66	76.80	75.30	73.26	77.08	76.13	67.90	67.32	67.22	75.72	68.28	68.36	68.06	67.86	69.09	69.05	67.55	68.11	68.15	68.13	68.14	68.66	68.53	68.74	70.48	70.71	70.00	70.84	70.45	70.22	72.09	71.46	71.43	71.05	71.36	72.30	72.13	71.05	71.48	71.63	69.96	68.14	68.40	67.85	68.08	70.36	70.27	70.32	82.29	100.00	78.39
Williamsia_muralis_DSM44343.gbff.gz	71.94	71.73	72.09	58.25	75.71	73.78	76.65	75.63	73.47	77.06	76.07	68.77	67.99	68.06	76.87	68.79	68.92	68.53	68.29	69.50	69.46	68.08	68.37	68.46	68.59	68.50	69.15	68.63	69.15	70.99	71.37	70.72	71.58	71.27	70.85	73.08	72.31	72.10	71.72	72.12	73.11	73.02	71.76	72.24	72.60	70.40	68.69	68.94	68.55	68.55	70.96	70.81	70.60	77.13	78.39	100.00
