genomes	Aldersonia_kunmingensis_DSM45001.gbff.gz	Antrihabitans_stalactiti_YC2-7.gbff.gz	Antrihabitans_stalagmiti_YC3-6.gbff.gz	Corynebacterium_diphtheriae_NCTC11397.gbff.gz	Gordonia_amarae_NBRC15530.gbff.gz	Gordonia_araii_NBRC100433.gbff.gz	Gordonia_bronchialis_DSM43247.gbff.gz	Gordonia_effusa_NBRC100432.gbff.gz	Gordonia_malaquae_NBRC108250.gbff.gz	Gordonia_soli_NBRC108243.gbff.gz	Gordonia_sputi_ATCC29627.gbff.gz	Hoyosella_altamirensis_DSM45258.gbff.gz	Hoyosella_lacisalsi_G463.gbff.gz	Hoyosella_rhizosphaerae_CGMCC1_15478.gbff.gz	Jongsikchunia_kroppenstedtii_DSM45133.gbff.gz	Millisia_brevis_NBRC105863.gbff.gz	Mycobacterium_avium_DSM44156.gbff.gz	Mycobacterium_simiae_JCM12377.gbff.gz	Mycobacterium_tuberculosis_H37Rv.gbff.gz	Mycobacteroides_abscessus_ATCC19977.gbff.gz	Mycobacteroides_chelonae_CCUG47445.gbff.gz	Mycolicibacillus_parakoreensis_DSM45575.gbff.gz	Mycolicibacillus_trivialis_DSM44153.gbff.gz	Mycolicibacter_arupensis_DSM44942.gbff.gz	Mycolicibacter_sinensis_JDM601.gbff.gz	Mycolicibacter_terrae_JCM12143.gbff.gz	Mycolicibacterium_chlorophenolicum_JCM7439_NBRC15527.gbff.gz	Mycolicibacterium_fallax_JCM6405.gbff.gz	Mycolicibacterium_setense_DSM45070.gbff.gz	Nocardia_asteroides_NCTC11293.gbff.gz	Nocardia_cyriacigeorgica_DSM44484.gbff.gz	Nocardia_mexicana_DSM44952.gbff.gz	Nocardia_pneumoniae_NBRC100136.gbff.gz	Nocardia_tenerifensis_DSM44704.gbff.gz	Nocardia_terpenica_IFM0706.gbff.gz	Rhodococcus_equi_DMS20307.gbff.gz	Rhodococcus_erythropolis_NBRC15567T.gbff.gz	Rhodococcus_fascians_NBRC12155T.gbff.gz	Rhodococcus_kroppenstedtii_DSM44908.gbff.gz	Rhodococcus_kyotonensis_JCM23211.gbff.gz	Rhodococcus_maanshanensis_NBRC100610.gbff.gz	Rhodococcus_opacus_DSM43205T.gbff.gz	Rhodococcus_rhodnii_ATCC35071.gbff.gz	Rhodococcus_rhodochrous_NBRC16069T.gbff.gz	Rhodococcus_ruber_DSM43338T.gbff.gz	Skermania_piniformis_DSM43998.gbff.gz	Smaragdicoccus_niigatensis_DSM_44881.gbff.gz	Tomitella_biformata_AHU_1821.gbff.gz	Tomitella_fengzijianii_HY188.gbff.gz	Tomitella_gaofuii_HY172.gbff.gz	Tsukamurella_paurometabola_DSM20162.gbff.gz	Tsukamurella_pulmonis_NCTC13230.gbff.gz	Tsukamurella_spumae_DSM44113.gbff.gz	Williamsia_deligens_DSM44902.gbff.gz	Williamsia_maris_DSM44693.gbff.gz	Williamsia_muralis_DSM44343.gbff.gz
Rhodococcus_rhodochrous_NBRC16069T.gbff.gz	66.03	61.83	62.67	43.11	63.15	61.12	64.58	62.80	63.38	64.32	63.57	59.86	56.99	60.25	63.64	62.98	58.61	57.18	53.61	58.42	58.68	59.65	58.96	58.13	58.99	59.85	57.31	58.39	61.77	62.31	61.93	57.24	58.89	54.19	49.34	71.89	69.16	65.44	64.83	66.20	68.39	65.29	66.86	100.00	75.27	62.42	56.74	67.74	63.95	62.16	62.10	61.32	58.57	63.71	64.16	67.35
Rhodococcus_ruber_DSM43338T.gbff.gz	64.47	61.11	61.96	41.51	60.47	59.23	63.20	60.96	61.33	62.20	62.23	59.44	55.50	59.02	61.71	61.10	57.43	56.23	53.73	57.99	57.90	58.13	57.86	57.40	57.09	58.08	56.80	57.30	60.00	61.03	61.35	55.90	58.76	53.30	48.65	70.86	68.07	64.34	63.27	65.20	68.49	66.58	64.21	75.27	100.00	59.54	56.82	65.75	62.44	61.03	59.84	59.23	57.10	62.39	62.52	65.67
Skermania_piniformis_DSM43998.gbff.gz	62.38	59.70	59.52	42.53	59.98	60.79	59.48	60.59	60.23	60.57	59.39	54.76	55.47	58.46	62.31	58.27	57.84	55.77	54.45	56.30	57.35	59.98	58.95	57.31	57.85	58.68	52.82	59.52	57.94	58.25	58.98	52.50	54.95	49.24	45.84	60.15	58.77	57.81	60.46	58.05	61.10	53.12	58.14	62.42	59.54	100.00	57.85	60.93	58.65	56.29	59.25	57.26	55.80	61.16	60.41	61.11
Smaragdicoccus_niigatensis_DSM_44881.gbff.gz	57.56	61.99	60.28	37.11	53.56	54.97	55.40	56.40	55.37	55.92	55.29	54.13	54.08	55.91	57.64	54.04	52.79	52.58	50.23	54.77	55.51	52.86	53.58	53.28	51.51	52.86	51.81	51.58	55.29	56.36	55.81	51.58	53.95	49.34	45.97	57.14	57.31	55.90	55.31	54.98	59.43	53.95	53.48	56.74	56.82	57.85	100.00	55.47	52.79	51.02	55.99	55.12	52.57	57.10	57.54	58.37
Tomitella_biformata_AHU_1821.gbff.gz	61.75	57.98	59.18	44.19	60.34	61.76	61.98	62.25	64.18	62.20	61.02	57.83	56.55	60.15	64.30	57.57	58.00	55.90	54.50	57.96	58.20	61.24	60.39	59.38	59.27	60.18	54.00	59.44	59.02	57.66	58.83	53.03	54.23	49.37	45.12	68.13	65.50	60.20	60.56	60.71	65.82	57.69	62.03	67.74	65.75	60.93	55.47	100.00	70.45	68.16	60.23	59.02	56.71	61.76	61.87	64.99
Tomitella_fengzijianii_HY188.gbff.gz	59.14	54.57	55.58	45.29	58.50	60.48	59.78	60.55	62.39	59.30	59.58	55.22	55.65	58.51	62.87	55.12	56.67	54.08	54.29	55.57	56.12	60.37	60.49	58.06	57.92	58.54	50.76	56.91	55.92	54.30	56.52	49.72	51.05	46.35	43.04	65.56	61.33	56.41	59.07	56.42	62.88	54.33	60.46	63.95	62.44	58.65	52.79	70.45	100.00	79.14	58.51	57.55	55.44	60.16	59.17	60.99
Tomitella_gaofuii_HY172.gbff.gz	56.80	53.24	54.33	43.51	56.25	57.73	57.98	58.26	60.11	57.95	57.39	54.23	53.47	56.77	60.64	53.76	55.17	52.43	52.53	54.04	54.56	58.66	58.79	56.75	56.77	57.01	50.20	55.41	54.38	53.17	55.00	48.83	50.13	45.97	42.74	63.96	59.95	55.51	57.36	55.41	60.94	53.55	59.18	62.16	61.03	56.29	51.02	68.16	79.14	100.00	57.30	56.34	54.21	58.21	57.64	59.01
Tsukamurella_paurometabola_DSM20162.gbff.gz	58.64	59.07	60.77	44.57	60.85	61.81	63.32	65.02	64.31	63.93	63.14	56.18	54.75	58.62	65.01	60.28	55.30	53.90	53.12	61.12	61.83	57.19	58.58	57.39	54.91	56.56	54.75	56.81	59.37	58.73	58.18	54.18	55.43	52.21	48.61	60.95	62.52	61.22	60.81	60.43	61.73	56.06	59.89	62.10	59.84	59.25	55.99	60.23	58.51	57.30	100.00	77.53	71.95	64.42	65.17	64.54
Tsukamurella_pulmonis_NCTC13230.gbff.gz	57.06	58.04	59.88	42.42	58.87	60.62	62.09	63.60	63.66	62.85	61.80	55.31	53.97	57.80	63.82	58.61	54.50	53.30	51.88	60.05	60.42	56.56	57.18	56.16	54.12	55.82	54.08	56.38	58.60	58.38	58.14	53.76	54.85	51.96	48.38	60.61	61.38	60.12	60.28	58.96	61.02	55.73	58.86	61.32	59.23	57.26	55.12	59.02	57.55	56.34	77.53	100.00	72.26	63.49	63.80	63.20
Tsukamurella_spumae_DSM44113.gbff.gz	54.87	55.31	57.19	41.83	58.50	58.57	59.97	60.82	61.88	60.57	60.13	53.50	51.43	54.67	61.08	56.83	52.58	50.82	50.37	56.30	56.41	54.23	54.87	54.12	51.72	53.09	51.38	54.07	55.22	54.80	54.37	50.58	51.82	48.46	45.49	57.40	58.58	57.48	58.04	56.68	57.84	53.25	56.31	58.57	57.10	55.80	52.57	56.71	55.44	54.21	71.95	72.26	100.00	60.25	60.87	60.29
Williamsia_deligens_DSM44902.gbff.gz	60.84	60.99	61.12	44.34	62.46	62.86	66.01	66.14	64.25	68.55	68.16	56.89	57.18	60.31	67.81	60.01	58.28	57.63	54.84	59.88	61.10	59.52	59.91	58.82	56.60	58.47	56.78	57.03	59.85	58.02	58.16	53.41	55.67	51.48	48.09	63.18	62.78	65.44	66.94	63.55	63.19	57.01	61.97	63.71	62.39	61.16	57.10	61.76	60.16	58.21	64.42	63.49	60.25	100.00	79.55	71.24
Williamsia_maris_DSM44693.gbff.gz	61.52	62.04	62.67	42.47	63.20	61.92	67.41	66.63	64.98	69.46	68.69	57.28	55.75	59.28	67.15	60.78	57.85	57.91	53.83	60.92	61.80	58.53	58.60	58.43	56.59	58.17	58.61	56.61	60.99	58.52	58.12	55.11	56.32	53.11	49.27	63.50	64.33	67.23	66.20	64.97	63.94	59.15	61.08	64.16	62.52	60.41	57.54	61.87	59.17	57.64	65.17	63.80	60.87	79.55	100.00	72.20
Williamsia_muralis_DSM44343.gbff.gz	64.15	62.93	63.74	41.42	65.18	63.33	69.09	67.27	66.06	70.67	68.20	58.66	56.02	58.69	67.66	61.53	59.54	59.00	54.55	60.95	61.53	59.37	58.92	59.06	58.00	59.55	59.78	58.16	63.66	61.08	60.83	57.15	58.16	54.47	49.75	66.23	66.80	66.38	64.57	66.32	65.21	61.64	62.45	67.35	65.67	61.11	58.37	64.99	60.99	59.01	64.54	63.20	60.29	71.24	72.20	100.00
