genomes	Aldersonia_kunmingensis_DSM45001.gbff.gz	Antrihabitans_stalactiti_YC2-7.gbff.gz	Antrihabitans_stalagmiti_YC3-6.gbff.gz	Corynebacterium_diphtheriae_NCTC11397.gbff.gz	Gordonia_amarae_NBRC15530.gbff.gz	Gordonia_araii_NBRC100433.gbff.gz	Gordonia_bronchialis_DSM43247.gbff.gz	Gordonia_effusa_NBRC100432.gbff.gz	Gordonia_malaquae_NBRC108250.gbff.gz	Gordonia_soli_NBRC108243.gbff.gz	Gordonia_sputi_ATCC29627.gbff.gz	Hoyosella_altamirensis_DSM45258.gbff.gz	Hoyosella_lacisalsi_G463.gbff.gz	Hoyosella_rhizosphaerae_CGMCC1_15478.gbff.gz	Jongsikchunia_kroppenstedtii_DSM45133.gbff.gz	Millisia_brevis_NBRC105863.gbff.gz	Mycobacterium_avium_DSM44156.gbff.gz	Mycobacterium_simiae_JCM12377.gbff.gz	Mycobacterium_tuberculosis_H37Rv.gbff.gz	Mycobacteroides_abscessus_ATCC19977.gbff.gz	Mycobacteroides_chelonae_CCUG47445.gbff.gz	Mycolicibacillus_parakoreensis_DSM45575.gbff.gz	Mycolicibacillus_trivialis_DSM44153.gbff.gz	Mycolicibacter_arupensis_DSM44942.gbff.gz	Mycolicibacter_sinensis_JDM601.gbff.gz	Mycolicibacter_terrae_JCM12143.gbff.gz	Mycolicibacterium_chlorophenolicum_JCM7439_NBRC15527.gbff.gz	Mycolicibacterium_fallax_JCM6405.gbff.gz	Mycolicibacterium_setense_DSM45070.gbff.gz	Nocardia_asteroides_NCTC11293.gbff.gz	Nocardia_cyriacigeorgica_DSM44484.gbff.gz	Nocardia_mexicana_DSM44952.gbff.gz	Nocardia_pneumoniae_NBRC100136.gbff.gz	Nocardia_tenerifensis_DSM44704.gbff.gz	Nocardia_terpenica_IFM0706.gbff.gz	Rhodococcus_equi_DMS20307.gbff.gz	Rhodococcus_erythropolis_NBRC15567T.gbff.gz	Rhodococcus_fascians_NBRC12155T.gbff.gz	Rhodococcus_kroppenstedtii_DSM44908.gbff.gz	Rhodococcus_kyotonensis_JCM23211.gbff.gz	Rhodococcus_maanshanensis_NBRC100610.gbff.gz	Rhodococcus_opacus_DSM43205T.gbff.gz	Rhodococcus_rhodnii_ATCC35071.gbff.gz	Rhodococcus_rhodochrous_NBRC16069T.gbff.gz	Rhodococcus_ruber_DSM43338T.gbff.gz	Skermania_piniformis_DSM43998.gbff.gz	Smaragdicoccus_niigatensis_DSM_44881.gbff.gz	Tomitella_biformata_AHU_1821.gbff.gz	Tomitella_fengzijianii_HY188.gbff.gz	Tomitella_gaofuii_HY172.gbff.gz	Tsukamurella_paurometabola_DSM20162.gbff.gz	Tsukamurella_pulmonis_NCTC13230.gbff.gz	Tsukamurella_spumae_DSM44113.gbff.gz	Williamsia_deligens_DSM44902.gbff.gz	Williamsia_maris_DSM44693.gbff.gz	Williamsia_muralis_DSM44343.gbff.gz
Rhodococcus_rhodochrous_NBRC16069T.gbff.gz	67.96	68.04	66.78	36.40	65.64	57.99	69.59	65.22	65.53	68.62	63.24	58.77	50.56	55.05	63.00	69.65	58.42	60.60	54.18	61.32	60.79	56.10	54.49	57.12	58.50	58.11	67.72	57.45	66.78	72.09	68.90	73.23	70.44	73.79	68.18	72.16	77.40	71.75	62.44	75.46	70.38	79.89	66.09	100.00	78.47	60.60	59.80	65.64	59.53	59.38	61.78	62.61	58.81	62.14	64.56	71.11
Rhodococcus_ruber_DSM43338T.gbff.gz	66.69	67.07	66.20	34.91	62.99	55.95	68.19	63.33	63.29	66.45	61.97	58.11	49.02	54.19	61.55	67.34	57.08	59.50	54.59	60.46	59.77	54.66	53.26	56.28	56.30	56.39	66.86	56.47	64.95	70.83	68.30	72.00	70.19	72.23	67.10	70.65	76.15	70.42	60.96	74.42	70.00	81.06	63.91	78.12	100.00	58.11	60.06	64.05	58.58	58.58	60.09	60.48	57.26	61.00	63.05	69.60
Skermania_piniformis_DSM43998.gbff.gz	68.35	69.48	67.99	36.99	64.90	60.26	65.59	63.35	63.01	66.69	61.69	56.44	51.32	56.40	62.50	66.33	60.73	62.78	57.04	62.58	62.53	58.56	56.45	58.71	59.75	59.35	67.08	60.87	67.06	69.80	68.00	71.36	68.43	71.02	66.54	64.82	68.77	66.87	61.45	69.72	67.45	69.72	61.61	67.70	65.26	100.00	64.68	63.21	57.44	56.16	62.55	62.28	58.86	62.60	64.32	66.68
Smaragdicoccus_niigatensis_DSM_44881.gbff.gz	58.63	67.39	63.22	30.75	55.04	51.80	57.46	55.69	54.41	57.07	54.59	52.59	47.78	51.38	54.43	57.19	51.83	54.41	50.25	55.62	56.30	48.98	48.91	51.33	50.28	50.56	59.52	50.12	59.43	62.53	59.36	62.72	60.99	63.44	60.14	57.59	61.94	58.95	53.29	60.25	61.14	63.32	53.12	57.31	57.80	56.59	100.00	54.41	49.78	48.80	55.42	55.13	51.90	55.11	57.27	59.13
Tomitella_biformata_AHU_1821.gbff.gz	68.91	68.36	68.02	39.62	67.18	62.20	69.09	66.35	68.00	68.46	64.61	60.44	53.35	59.02	65.21	65.01	61.60	63.31	58.25	64.59	64.30	61.64	59.41	61.93	62.99	62.38	68.66	62.11	69.09	69.35	68.19	71.10	67.24	70.39	65.23	73.32	75.80	68.60	61.83	71.97	72.73	74.05	66.77	73.35	72.63	64.00	62.76	100.00	70.21	69.62	64.44	64.22	60.21	64.11	66.37	71.28
Tomitella_fengzijianii_HY188.gbff.gz	70.34	69.56	68.42	41.99	69.59	65.96	71.73	69.54	71.06	70.04	67.55	60.76	54.85	60.12	68.17	67.44	63.92	65.17	60.95	66.85	67.01	63.80	62.12	64.03	64.64	64.25	69.38	62.42	70.13	71.23	70.34	73.01	69.17	72.47	68.25	74.79	76.72	68.81	64.13	72.46	74.55	75.43	69.12	74.33	73.52	64.56	63.39	77.59	100.00	83.18	66.64	67.08	62.95	66.60	67.89	70.99
Tomitella_gaofuii_HY172.gbff.gz	65.26	65.88	65.32	40.34	64.72	60.88	67.75	65.13	66.42	66.87	63.40	58.50	52.11	57.32	64.49	64.26	60.77	61.68	57.90	63.06	63.28	60.84	59.48	61.44	62.01	61.23	66.79	59.89	66.42	67.82	66.82	68.78	65.92	69.51	65.67	71.50	72.66	65.92	61.31	68.86	70.38	72.36	65.91	70.46	70.48	60.85	59.79	73.80	79.89	100.00	64.10	64.77	60.86	63.45	65.05	67.41
Tsukamurella_paurometabola_DSM20162.gbff.gz	64.53	68.59	68.88	40.05	66.22	61.55	69.80	67.86	67.51	68.91	65.94	57.83	50.53	55.94	65.14	67.32	57.87	59.80	56.12	67.35	66.84	56.93	57.52	59.63	57.11	58.10	69.37	59.48	68.45	69.69	66.27	71.62	68.60	72.42	68.89	64.58	71.85	68.93	61.84	71.09	67.19	71.71	62.74	67.07	64.94	60.90	62.03	61.80	57.36	57.71	100.00	81.48	75.03	65.70	68.68	70.00
Tsukamurella_pulmonis_NCTC13230.gbff.gz	61.15	65.70	66.02	37.50	62.57	59.31	66.75	65.03	65.53	66.60	63.16	56.03	49.50	54.90	62.72	64.12	56.16	58.24	54.02	64.73	64.34	56.36	54.92	57.13	55.60	56.27	66.66	57.70	65.89	67.42	64.75	68.54	65.69	70.72	66.71	63.29	68.36	66.17	60.47	67.21	65.10	69.33	60.78	64.72	63.33	58.08	59.76	59.32	55.72	56.13	77.99	100.00	73.12	63.73	66.28	66.88
Tsukamurella_spumae_DSM44113.gbff.gz	62.55	66.86	67.37	38.65	65.70	60.02	68.00	65.81	67.24	67.92	65.15	57.33	49.19	54.53	63.31	65.36	56.99	58.87	55.01	64.33	63.60	56.18	55.64	58.12	55.98	56.70	67.30	58.22	66.61	67.62	64.44	69.40	66.67	70.55	66.98	63.34	69.70	67.35	61.67	68.90	65.81	70.65	61.31	65.33	64.34	59.68	60.79	60.36	56.53	56.90	76.41	78.21	100.00	64.29	67.20	67.64
Williamsia_deligens_DSM44902.gbff.gz	66.66	72.07	69.96	39.26	68.15	62.89	72.92	69.61	67.48	74.66	71.51	58.94	53.01	58.36	68.37	67.88	61.41	64.62	58.07	66.68	67.44	58.81	57.74	60.20	58.36	59.10	72.20	59.32	69.94	69.98	67.40	72.19	68.95	72.97	69.36	68.25	73.35	75.02	68.44	75.70	69.89	74.33	65.88	68.79	68.60	63.59	64.88	63.48	59.19	58.74	68.69	69.30	64.12	100.00	83.77	77.32
Williamsia_maris_DSM44693.gbff.gz	65.04	70.47	69.17	37.02	66.73	60.20	71.79	67.78	66.27	72.79	69.66	58.07	50.79	56.17	65.41	66.22	59.11	62.56	55.46	65.10	65.30	56.33	55.20	58.18	56.59	56.98	71.13	56.92	68.00	67.81	64.70	70.75	67.08	71.81	68.10	65.95	72.15	74.10	65.85	74.38	68.04	73.44	63.08	66.80	66.45	60.78	63.19	61.84	56.91	56.76	67.17	66.99	62.64	78.49	100.00	75.39
Williamsia_muralis_DSM44343.gbff.gz	65.88	69.14	68.35	35.61	67.65	59.94	73.55	68.95	67.65	74.26	66.98	57.89	50.02	54.38	66.40	67.32	59.23	62.23	55.08	63.44	63.39	55.96	54.68	57.77	57.07	57.61	70.35	57.54	69.28	70.53	67.82	72.82	69.00	73.22	68.25	66.89	74.40	72.60	62.47	75.07	67.07	75.17	62.28	70.12	69.18	60.05	61.68	63.42	57.01	56.55	64.80	64.47	60.35	68.87	72.23	100.00
